,red_fighter,blue_fighter,red_kd,blue_kd,red_ss_pct,blue_ss_pct,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl_time,blue_ctrl_time,result,method,round,time,event_title,weight_class,red_ss_att,red_ss_landed,blue_ss_att,blue_ss_landed,red_ts_att,red_ts_landed,blue_ts_att,blue_ts_landed,red_td_att,red_td_landed,blue_td_att,blue_td_landed,red_head_att,red_head_landed,blue_head_att,blue_head_landed,red_body_att,red_body_landed,blue_body_att,blue_body_landed,red_leg_att,red_leg_landed,blue_leg_att,blue_leg_landed,red_dist_att,red_dist_landed,blue_dist_att,blue_dist_landed,red_clinch_att,red_clinch_landed,blue_clinch_att,blue_clinch_landed,red_grnd_att,red_grnd_landed,blue_grnd_att,blue_grnd_landed,fight_time,early_finish,title_bout,date,location
1841,Mackenzie Dern,Amanda Cooper,1,0,0.46,0.24,0.0,0.0,1,0,0,0,0.15,0.0,Mackenzie Dern , Submission ,1,2.45,UFC 224: Nunes vs. Pennington,Women's Strawweight ,32,15,25,6,33,16,25,6,0,0,0,0,30,14,24,5,2,1,0,0,0,0,1,1,24,9,25,6,0,0,0,0,8,6,0,0,2.45,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1842,John Lineker,Brian Kelleher,2,0,0.43,0.36,0.0,0.16,1,0,0,0,1.1166666666666667,0.7166666666666667,John Lineker , KO/TKO ,3,3.716666666666667,UFC 224: Nunes vs. Pennington,Bantamweight ,233,102,137,50,244,113,147,58,0,0,6,1,173,65,112,41,49,31,19,6,11,6,6,3,211,89,132,46,12,7,4,3,10,6,1,1,13.716666666666667,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1843,Vitor Belfort,Lyoto Machida,0,1,0.16,0.5,0.0,0.0,0,0,0,0,0.0,0.0,Lyoto Machida , KO/TKO ,2,1.0,UFC 224: Nunes vs. Pennington,Middleweight ,12,2,22,11,12,2,22,11,0,0,0,0,11,2,8,2,1,0,11,7,0,0,3,2,12,2,22,11,0,0,0,0,0,0,0,0,6.0,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1844,Cezar Ferreira,Karl Roberson,0,0,0.83,0.66,0.66,0.0,1,0,0,0,4.333333333333333,0.0,Cezar Ferreira , Submission ,1,4.75,UFC 224: Nunes vs. Pennington,Middleweight ,6,5,6,4,16,14,26,20,3,2,0,0,5,4,5,3,1,1,0,0,0,0,1,1,1,1,3,1,0,0,2,2,5,4,1,1,4.75,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1845,Aleksei Oleinik,Junior Albini,0,0,0.58,0.66,0.0,1.0,1,0,0,0,0.25,0.2,Aleksei Oleinik , Submission ,1,1.75,UFC 224: Nunes vs. Pennington,Heavyweight ,17,10,15,10,17,10,15,10,3,0,1,1,12,6,11,7,3,2,3,2,2,2,1,1,17,10,13,9,0,0,2,1,0,0,0,0,1.75,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1846,Davi Ramos,Nick Hein,0,0,0.5,0.16,1.0,0.0,1,0,0,0,2.1666666666666665,0.11666666666666667,Davi Ramos , Submission ,1,4.25,UFC 224: Nunes vs. Pennington,Lightweight ,12,6,6,1,21,13,6,1,1,1,0,0,9,5,6,1,3,1,0,0,0,0,0,0,11,5,6,1,0,0,0,0,1,1,0,0,4.25,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1847,Elizeu Zaleski dos Santos,Sean Strickland,1,0,0.25,0.38,0.0,0.0,0,0,0,0,0.1,0.0,Elizeu Zaleski dos Santos , KO/TKO ,1,3.6666666666666665,UFC 224: Nunes vs. Pennington,Welterweight ,58,15,36,14,63,18,36,14,1,0,0,0,41,9,35,13,8,2,0,0,9,4,1,1,45,9,35,13,0,0,1,1,13,6,0,0,3.6666666666666665,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1848,Warlley Alves,Sultan Aliev,0,0,0.58,0.42,0.0,0.33,0,0,0,0,3.4,2.1166666666666667,Warlley Alves , TKO - Doctor's Stoppage ,2,5.0,UFC 224: Nunes vs. Pennington,Welterweight ,50,29,28,12,78,54,30,14,1,0,3,1,20,7,24,10,19,12,4,2,11,10,0,0,28,10,21,7,22,19,7,5,0,0,0,0,10.0,0,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1849,Thales Leites,Jack Hermansson,0,0,0.64,0.62,0.33,1.0,3,1,0,0,7.683333333333334,2.1,Jack Hermansson , KO/TKO ,3,2.1666666666666665,UFC 224: Nunes vs. Pennington,Middleweight ,17,11,56,35,27,20,71,49,9,3,3,3,11,5,43,25,1,1,6,4,5,5,7,6,9,6,30,14,1,1,2,2,7,4,24,19,12.166666666666666,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1850,Alberto Mina,Ramazan Emeev,0,0,0.14,0.46,0.2,0.5,0,0,0,0,0.08333333333333333,5.1,Ramazan Emeev , Decision - Unanimous ,3,5.0,UFC 224: Nunes vs. Pennington,Welterweight ,82,12,84,39,87,16,100,54,5,1,6,3,65,5,67,28,11,3,14,8,6,4,3,3,79,11,57,24,2,1,9,4,1,0,18,11,15.0,0,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1851,Markus Perez,James Bochnovic,0,0,1.0,0.5,1.0,0.0,2,0,0,0,3.283333333333333,0.9833333333333333,Markus Perez , Submission ,1,4.466666666666667,UFC 224: Nunes vs. Pennington,Middleweight ,4,4,6,3,16,13,8,4,1,1,1,0,3,3,3,1,1,1,3,2,0,0,0,0,0,0,3,1,1,1,2,1,3,3,1,1,4.466666666666667,1,0,12-2018-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
1852,Edson Barboza,Kevin Lee,0,0,0.48,0.58,0.0,0.44,0,0,0,0,0.16666666666666666,15.016666666666667,Kevin Lee , TKO - Doctor's Stoppage ,5,2.3,UFC Fight Night: Barboza vs. Lee,Lightweight ,106,51,241,142,119,64,344,233,1,0,9,4,73,26,236,138,26,20,4,3,7,5,1,1,102,47,122,46,2,2,0,0,2,2,119,96,22.3,1,0,21-2018-04,"Atlantic City, New Jersey, USA"
1853,Frankie Edgar,Cub Swanson,0,0,0.42,0.36,0.0,0.0,0,0,0,0,0.85,0.0,Frankie Edgar , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Featherweight ,136,58,130,48,139,60,132,50,8,0,0,0,106,33,110,32,10,6,15,11,20,19,5,5,126,52,122,42,10,6,8,6,0,0,0,0,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1854,Justin Willis,Chase Sherman,1,0,0.69,0.5,0.5,0.0,0,0,0,0,3.0,2.033333333333333,Justin Willis , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Heavyweight ,109,76,137,69,153,118,180,112,2,1,0,0,101,68,90,34,8,8,33,24,0,0,14,11,82,53,120,53,7,6,16,15,20,17,1,1,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1855,David Branch,Thiago Santos,1,0,0.33,0.48,0.0,0.0,0,0,0,0,0.03333333333333333,0.0,David Branch , KO/TKO ,1,2.5,UFC Fight Night: Barboza vs. Lee,Middleweight ,15,5,29,14,15,5,29,14,1,0,0,0,14,5,17,4,1,0,3,2,0,0,9,8,11,1,29,14,0,0,0,0,4,4,0,0,2.5,1,0,21-2018-04,"Atlantic City, New Jersey, USA"
1856,Aljamain Sterling,Brett Johns,0,0,0.58,0.3,0.33,0.2,0,0,1,0,1.3666666666666667,6.516666666666667,Aljamain Sterling , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Bantamweight ,152,89,89,27,181,117,119,56,9,3,5,1,88,40,79,23,51,37,8,4,13,12,2,0,103,53,76,17,32,26,13,10,17,10,0,0,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1857,Jim Miller,Dan Hooker,0,1,0.5,0.54,0.5,0.0,0,0,0,0,0.45,0.21666666666666667,Dan Hooker , KO/TKO ,1,3.0,UFC Fight Night: Barboza vs. Lee,Lightweight ,20,10,44,24,23,13,44,24,2,1,0,0,16,6,33,15,2,2,4,4,2,2,7,5,17,8,43,23,3,2,0,0,0,0,1,1,3.0,1,0,21-2018-04,"Atlantic City, New Jersey, USA"
1858,Ryan LaFlare,Alex Garcia,0,0,0.5,0.2,0.16,0.71,0,0,1,0,4.466666666666667,4.1,Ryan LaFlare , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Welterweight ,48,24,54,11,71,47,66,21,6,1,7,5,27,5,46,6,19,17,7,4,2,2,1,1,38,17,46,7,6,3,7,3,4,4,1,1,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1859,Merab Dvalishvili,Ricky Simon,1,0,0.29,0.33,0.27,0.28,0,1,0,1,2.7,2.7666666666666666,Ricky Simon , KO/TKO ,3,5.0,UFC Fight Night: Barboza vs. Lee,Bantamweight ,210,61,103,34,233,82,108,38,22,6,7,2,185,42,91,25,12,8,9,6,13,11,3,3,194,56,95,28,15,5,7,5,1,0,1,1,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1860,Siyar Bahadurzada,Luan Chagas,1,0,0.51,0.29,1.0,0.0,0,0,0,1,1.6666666666666667,2.566666666666667,Siyar Bahadurzada , KO/TKO ,2,2.6666666666666665,UFC Fight Night: Barboza vs. Lee,Welterweight ,64,33,37,11,94,61,58,31,1,1,1,0,51,20,26,7,9,9,6,1,4,4,5,3,52,24,34,9,3,2,1,1,9,7,2,1,7.666666666666666,1,0,21-2018-04,"Atlantic City, New Jersey, USA"
1861,Corey Anderson,Patrick Cummins,0,0,0.53,0.31,0.92,0.0,0,0,0,0,8.033333333333333,0.5,Corey Anderson , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Light Heavyweight ,119,64,99,31,162,99,113,44,13,12,1,0,107,56,85,24,10,6,12,6,2,2,2,1,85,38,79,18,22,16,19,12,12,10,1,1,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1862,Anthony Rocco Martin,Keita Nakamura,0,0,0.42,0.28,0.0,0.4,2,0,1,0,0.5333333333333333,1.6333333333333333,Anthony Rocco Martin , Decision - Unanimous ,3,5.0,UFC Fight Night: Barboza vs. Lee,Welterweight ,133,56,83,24,142,65,85,26,0,0,5,2,124,48,70,16,6,5,9,6,3,3,4,2,121,49,82,23,9,4,1,1,3,3,0,0,15.0,0,0,21-2018-04,"Atlantic City, New Jersey, USA"
1863,Dustin Poirier,Justin Gaethje,0,0,0.49,0.54,0.0,0.0,0,0,0,0,0.1,1.0666666666666667,Dustin Poirier , KO/TKO ,4,0.55,UFC Fight Night: Poirier vs. Gaethje,Lightweight ,351,174,212,115,357,179,213,116,5,0,0,0,314,142,143,56,26,21,12,9,11,11,57,50,338,162,194,98,13,12,18,17,0,0,0,0,15.55,1,0,14-2018-04,"Glendale, Arizona, USA"
1864,Carlos Condit,Alex Oliveira,0,0,0.66,0.39,1.0,1.0,1,1,1,0,2.85,3.7333333333333334,Alex Oliveira , Submission ,2,3.283333333333333,UFC Fight Night: Poirier vs. Gaethje,Welterweight ,18,12,23,9,49,42,37,22,1,1,3,3,12,6,22,8,2,2,1,1,4,4,0,0,11,6,8,1,0,0,0,0,7,6,15,8,8.283333333333333,1,0,14-2018-04,"Glendale, Arizona, USA"
1865,Israel Adesanya,Marvin Vettori,0,0,0.46,0.29,0.0,0.33,0,0,0,0,0.0,3.3,Israel Adesanya , Decision - Split ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Middleweight ,123,57,154,46,134,67,169,60,1,0,6,2,92,31,122,20,12,11,8,7,19,15,24,19,123,57,152,44,0,0,2,2,0,0,0,0,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1866,Michelle Waterson,Cortney Casey,0,0,0.72,0.37,0.75,0.0,0,3,0,0,6.05,1.7,Michelle Waterson , Decision - Split ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Women's Strawweight ,84,61,96,36,103,77,126,64,4,3,1,0,49,30,79,22,15,13,8,7,20,18,9,7,61,41,82,22,7,6,9,9,16,14,5,5,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1867,Tim Boetsch,Antonio Carlos Junior,0,0,0.38,0.64,0.0,0.5,0,1,0,0,0.08333333333333333,1.5,Antonio Carlos Junior , Submission ,1,4.466666666666667,UFC Fight Night: Poirier vs. Gaethje,Middleweight ,18,7,48,31,24,13,52,35,0,0,2,1,14,4,40,23,2,1,4,4,2,2,4,4,18,7,34,20,0,0,2,2,0,0,12,9,4.466666666666667,1,0,14-2018-04,"Glendale, Arizona, USA"
1868,Muslim Salikhov,Ricky Rainey,1,0,0.52,0.43,0.0,0.0,0,0,0,0,0.3333333333333333,0.08333333333333333,Muslim Salikhov , KO/TKO ,2,4.2,UFC Fight Night: Poirier vs. Gaethje,Welterweight ,48,25,44,19,49,26,46,21,2,0,1,0,32,10,26,6,8,8,7,6,8,7,11,7,44,22,34,15,1,0,10,4,3,3,0,0,9.2,1,0,14-2018-04,"Glendale, Arizona, USA"
1869,Wilson Reis,John Moraga,0,0,0.19,0.5,0.5,0.0,0,1,0,2,7.716666666666667,0.7,John Moraga , Decision - Unanimous ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Flyweight ,61,12,91,46,127,61,116,69,16,8,0,0,52,6,73,30,4,1,14,12,5,5,4,4,61,12,76,34,0,0,7,6,0,0,8,6,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1870,Krzysztof Jotko,Brad Tavares,0,1,0.32,0.47,0.0,0.0,0,0,0,0,0.75,2.533333333333333,Brad Tavares , KO/TKO ,3,2.2666666666666666,UFC Fight Night: Poirier vs. Gaethje,Middleweight ,74,24,96,46,90,40,115,62,3,0,1,0,62,18,64,23,6,3,15,6,6,3,17,17,55,13,76,33,19,11,10,7,0,0,10,6,12.266666666666666,1,0,14-2018-04,"Glendale, Arizona, USA"
1871,Gilbert Burns,Dan Moret,1,0,0.47,0.34,1.0,0.0,0,0,0,0,1.4,0.0,Gilbert Burns , KO/TKO ,2,0.9833333333333333,UFC Fight Night: Poirier vs. Gaethje,Lightweight ,65,31,58,20,74,39,58,20,2,2,0,0,55,22,43,10,9,8,9,4,1,1,6,6,57,28,57,19,2,1,1,1,6,2,0,0,5.983333333333333,1,0,14-2018-04,"Glendale, Arizona, USA"
1872,Shana Dobson,Lauren Mueller,0,0,0.33,0.37,0.25,1.0,0,0,0,0,0.7333333333333333,2.8,Lauren Mueller , Decision - Unanimous ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Women's Flyweight ,206,68,156,58,213,74,171,70,4,1,2,2,158,34,119,31,36,23,29,20,12,11,8,7,198,62,147,54,8,6,7,4,0,0,2,0,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1873,Dhiego Lima,Yushin Okami,0,0,0.45,0.78,0.0,0.46,0,0,0,0,0.08333333333333333,12.5,Yushin Okami , Decision - Unanimous ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Welterweight ,24,11,19,15,31,17,66,57,0,0,13,6,16,6,18,14,6,3,0,0,2,2,1,1,19,6,3,2,3,3,0,0,2,2,16,13,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1874,Arjan Bhullar,Adam Wieczorek,0,0,0.5,0.48,0.66,0.0,0,1,0,0,5.3,0.0,Adam Wieczorek , Submission ,2,1.9833333333333334,UFC Fight Night: Poirier vs. Gaethje,Heavyweight ,18,9,27,13,60,42,28,14,3,2,0,0,18,9,14,2,0,0,6,4,0,0,7,7,11,5,22,10,1,1,1,1,6,3,4,2,6.983333333333333,1,0,14-2018-04,"Glendale, Arizona, USA"
1875,Matthew Lopez,Alejandro Perez,0,0,0.61,0.44,0.42,0.0,2,0,0,0,3.1,0.4666666666666667,Alejandro Perez , KO/TKO ,2,3.7,UFC Fight Night: Poirier vs. Gaethje,Bantamweight ,36,22,100,44,47,32,142,81,7,3,1,0,28,14,79,27,7,7,8,8,1,1,13,9,33,19,92,39,1,1,8,5,2,2,0,0,8.7,1,0,14-2018-04,"Glendale, Arizona, USA"
1876,Luke Sanders,Patrick Williams,1,0,0.42,0.55,0.0,0.2,0,0,0,0,1.3166666666666667,0.9166666666666666,Luke Sanders , Decision - Unanimous ,3,5.0,UFC Fight Night: Poirier vs. Gaethje,Bantamweight ,140,59,109,61,143,62,117,68,0,0,5,1,121,44,56,15,16,13,20,15,3,2,33,31,119,44,94,53,19,13,15,8,2,2,0,0,15.0,0,0,14-2018-04,"Glendale, Arizona, USA"
1877,Khabib Nurmagomedov,Al Iaquinta,0,0,0.44,0.29,0.4,0.0,1,0,0,0,10.55,0.0,Khabib Nurmagomedov , Decision - Unanimous ,5,5.0,UFC 223: Khabib vs. Iaquinta, Lightweight  ,304,134,141,41,352,172,143,43,15,6,1,0,287,122,117,27,12,7,20,11,5,5,4,3,255,100,141,41,0,0,0,0,49,34,0,0,25.0,0,1,07-2018-04,"Brooklyn, New York, USA"
1878,Rose Namajunas,Joanna Jedrzejczyk,0,0,0.34,0.4,0.5,0.0,0,0,0,0,0.9333333333333333,0.0,Rose Namajunas , Decision - Unanimous ,5,5.0,UFC 223: Khabib vs. Iaquinta, Women's Strawweight  ,301,105,356,145,304,108,372,160,2,1,0,0,270,85,257,64,24,15,37,27,7,5,62,54,301,105,342,135,0,0,14,10,0,0,0,0,25.0,0,1,07-2018-04,"Brooklyn, New York, USA"
1879,Renato Moicano,Calvin Kattar,0,0,0.56,0.29,0.0,0.0,0,0,0,0,0.0,0.016666666666666666,Renato Moicano , Decision - Unanimous ,3,5.0,UFC 223: Khabib vs. Iaquinta,Featherweight ,206,116,140,41,207,117,140,41,0,0,2,0,133,60,131,35,27,18,8,5,46,38,1,1,205,115,140,41,1,1,0,0,0,0,0,0,15.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1880,Zabit Magomedsharipov,Kyle Bochniak,0,0,0.44,0.26,0.45,0.0,0,0,0,0,3.8,0.6666666666666666,Zabit Magomedsharipov , Decision - Unanimous ,3,5.0,UFC 223: Khabib vs. Iaquinta,Featherweight ,217,97,163,43,237,114,164,44,11,5,2,0,188,75,149,34,14,11,13,9,15,11,1,0,207,89,162,42,2,1,1,1,8,7,0,0,15.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1881,Joe Lauzon,Chris Gruetzemacher,0,0,0.35,0.65,0.0,0.0,0,0,0,0,0.0,1.6333333333333333,Chris Gruetzemacher , KO/TKO ,2,5.0,UFC 223: Khabib vs. Iaquinta,Lightweight ,137,48,196,128,138,49,203,135,2,0,0,0,125,40,135,72,10,7,50,45,2,1,11,11,113,35,118,68,22,11,65,51,2,2,13,9,10.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1882,Karolina Kowalkiewicz,Felice Herrig,0,0,0.5,0.39,0.0,0.0,0,0,1,0,1.1833333333333333,1.75,Karolina Kowalkiewicz , Decision - Split ,3,5.0,UFC 223: Khabib vs. Iaquinta,Women's Strawweight ,248,126,216,86,262,140,228,97,3,0,5,0,191,82,181,62,42,31,25,19,15,13,10,5,192,80,178,62,53,43,38,24,3,3,0,0,15.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1883,Evan Dunham,Olivier Aubin-Mercier,0,1,0.28,0.72,0.0,0.0,0,0,0,0,0.0,0.11666666666666667,Olivier Aubin-Mercier , KO/TKO ,1,0.8833333333333333,UFC 223: Khabib vs. Iaquinta,Lightweight ,14,4,18,13,14,4,18,13,0,0,0,0,14,4,14,9,0,0,4,4,0,0,0,0,13,3,5,3,1,1,9,8,0,0,4,2,0.8833333333333333,1,0,07-2018-04,"Brooklyn, New York, USA"
1884,Bec Rawlings,Ashlee Evans-Smith,0,0,0.45,0.35,0.0,0.25,0,0,0,0,0.15,0.11666666666666667,Ashlee Evans-Smith , Decision - Unanimous ,3,5.0,UFC 223: Khabib vs. Iaquinta,Women's Flyweight ,195,88,331,116,196,89,337,121,0,0,4,1,147,46,276,81,18,14,36,20,30,28,19,15,188,82,305,101,7,6,25,14,0,0,1,1,15.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1885,Devin Clark,Mike Rodriguez,0,0,0.78,0.6,0.63,0.0,0,0,0,0,11.416666666666666,0.6333333333333333,Devin Clark , Decision - Unanimous ,3,5.0,UFC 223: Khabib vs. Iaquinta,Light Heavyweight ,64,50,66,40,200,167,95,66,11,7,0,0,38,30,39,17,16,12,23,21,10,8,4,2,24,17,35,11,24,19,29,27,16,14,2,2,15.0,0,0,07-2018-04,"Brooklyn, New York, USA"
1886,Fabricio Werdum,Alexander Volkov,0,1,0.54,0.53,0.33,1.0,0,0,2,0,6.65,1.7666666666666666,Alexander Volkov , KO/TKO ,4,1.6333333333333333,UFC Fight Night: Werdum vs. Volkov,Heavyweight ,88,48,90,48,130,83,144,96,9,3,2,2,66,30,75,37,14,12,11,8,8,6,4,3,41,22,71,32,2,1,5,3,45,25,14,13,16.633333333333333,1,0,17-2018-03,"London, England, United Kingdom"
1887,Jimi Manuwa,Jan Blachowicz,0,1,0.33,0.5,0.0,0.16,0,0,0,0,0.03333333333333333,2.8666666666666667,Jan Blachowicz , Decision - Unanimous ,3,5.0,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight ,110,37,191,97,110,37,219,124,2,0,6,1,79,16,171,81,23,17,15,11,8,4,5,5,104,32,178,88,6,5,12,8,0,0,1,1,15.0,0,0,17-2018-03,"London, England, United Kingdom"
1888,Tom Duquesnoy,Terrion Ware,0,0,0.43,0.31,0.0,0.33,0,0,0,0,0.08333333333333333,1.4666666666666666,Tom Duquesnoy , Decision - Unanimous ,3,5.0,UFC Fight Night: Werdum vs. Volkov,Bantamweight ,153,67,267,85,156,70,295,108,3,0,6,2,104,28,234,60,18,8,21,15,31,31,12,10,150,66,248,71,3,1,10,6,0,0,9,8,15.0,0,0,17-2018-03,"London, England, United Kingdom"
1889,Leon Edwards,Peter Sobotta,1,0,0.48,0.37,0.5,0.25,0,0,1,0,8.35,1.0666666666666667,Leon Edwards , KO/TKO ,3,4.983333333333333,UFC Fight Night: Werdum vs. Volkov,Welterweight ,86,42,43,16,117,71,90,57,2,1,4,1,78,37,34,8,6,5,4,3,2,0,5,5,50,16,42,15,1,1,1,1,35,25,0,0,14.983333333333334,1,0,17-2018-03,"London, England, United Kingdom"
1890,John Phillips,Charles Byrd,0,0,0.0,0.78,0.0,1.0,0,1,0,0,0.0,3.8833333333333333,Charles Byrd , Submission ,1,3.966666666666667,UFC Fight Night: Werdum vs. Volkov,Middleweight ,1,0,14,11,2,1,41,34,0,0,1,1,1,0,14,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,11,3.966666666666667,1,0,17-2018-03,"London, England, United Kingdom"
1891,Danny Roberts,Oliver Enkamp,1,0,0.4,0.58,0.0,0.0,0,0,0,0,0.03333333333333333,0.4,Danny Roberts , KO/TKO ,1,2.2,UFC Fight Night: Werdum vs. Volkov,Welterweight ,10,4,12,7,10,4,14,8,0,0,1,0,8,2,4,1,1,1,1,1,1,1,7,5,8,3,10,5,1,0,2,2,1,1,0,0,2.2,1,0,17-2018-03,"London, England, United Kingdom"
1892,Danny Henry,Hakeem Dawodu,1,0,0.4,1.0,0.0,0.0,1,0,0,0,0.21666666666666667,0.0,Danny Henry , Submission ,1,0.65,UFC Fight Night: Werdum vs. Volkov,Featherweight ,5,2,3,3,5,2,3,3,0,0,0,0,4,2,1,1,1,0,0,0,0,0,2,2,4,2,3,3,0,0,0,0,1,0,0,0,0.65,1,0,17-2018-03,"London, England, United Kingdom"
1893,Paul Craig,Magomed Ankalaev,0,0,0.36,0.61,0.28,0.0,1,0,0,2,1.7833333333333334,6.7,Paul Craig , Submission ,3,4.983333333333333,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight ,50,18,96,59,70,34,129,89,7,2,0,0,30,2,70,36,14,10,21,19,6,6,5,4,41,12,44,20,7,6,11,8,2,0,41,31,14.983333333333334,1,0,17-2018-03,"London, England, United Kingdom"
1894,Stevie Ray,Kajan Johnson,0,0,0.38,0.61,0.75,0.5,1,0,0,0,1.6666666666666667,4.233333333333333,Kajan Johnson , Decision - Split ,3,5.0,UFC Fight Night: Werdum vs. Volkov,Lightweight ,62,24,54,33,78,37,58,37,4,3,4,2,52,18,22,7,3,1,16,13,7,5,16,13,51,16,42,24,2,1,1,0,9,7,11,9,15.0,0,0,17-2018-03,"London, England, United Kingdom"
1895,Mark Godbeer,Dmitry Sosnovskiy,0,0,0.64,0.7,0.0,0.66,0,2,1,1,3.4833333333333334,4.25,Dmitry Sosnovskiy , Submission ,2,4.483333333333333,UFC Fight Night: Werdum vs. Volkov,Heavyweight ,37,24,40,28,91,73,71,53,1,0,3,2,24,11,32,22,12,12,7,5,1,1,1,1,17,7,18,10,4,3,8,5,16,14,14,13,9.483333333333334,1,0,17-2018-03,"London, England, United Kingdom"
1896,Cristiane Justino,Yana Kunitskaya,0,0,0.76,0.45,1.0,0.25,0,0,0,0,0.35,2.35,Cristiane Justino , KO/TKO ,1,3.4166666666666665,UFC 222: Cyborg vs. Kunitskaya, Women's Featherweight  ,43,33,11,5,54,42,24,17,1,1,4,1,31,22,4,2,12,11,5,1,0,0,2,2,13,10,9,3,8,8,1,1,22,15,1,1,3.4166666666666665,1,1,03-2018-03,"Las Vegas, Nevada, USA"
1897,Frankie Edgar,Brian Ortega,0,1,0.35,0.32,0.0,0.0,0,0,0,0,0.0,0.03333333333333333,Brian Ortega , KO/TKO ,1,4.733333333333333,UFC 222: Cyborg vs. Kunitskaya,Featherweight ,77,27,76,25,77,27,77,25,1,0,0,0,59,12,71,21,13,10,4,3,5,5,1,1,76,27,66,17,1,0,8,6,0,0,2,2,4.733333333333333,1,0,03-2018-03,"Las Vegas, Nevada, USA"
1898,Sean O'Malley,Andre Soukhamthath,0,0,0.56,0.41,0.0,0.57,3,0,1,0,0.9166666666666666,6.016666666666667,Sean O'Malley , Decision - Unanimous ,3,5.0,UFC 222: Cyborg vs. Kunitskaya,Bantamweight ,111,63,60,25,121,73,79,42,0,0,7,4,83,41,37,7,21,15,12,9,7,7,11,9,100,53,50,16,2,1,1,1,9,9,9,8,15.0,0,0,03-2018-03,"Las Vegas, Nevada, USA"
1899,Stefan Struve,Andrei Arlovski,0,0,0.45,0.52,0.0,0.44,0,0,1,1,1.2833333333333334,4.516666666666667,Andrei Arlovski , Decision - Unanimous ,3,5.0,UFC 222: Cyborg vs. Kunitskaya,Heavyweight ,74,34,88,46,78,37,121,76,3,0,9,4,40,9,42,12,16,8,26,16,18,17,20,18,69,32,82,42,0,0,3,2,5,2,3,2,15.0,0,0,03-2018-03,"Las Vegas, Nevada, USA"
1900,Cat Zingano,Ketlen Vieira,0,0,0.55,0.57,0.0,1.0,0,1,0,0,0.23333333333333334,10.15,Ketlen Vieira , Decision - Split ,3,5.0,UFC 222: Cyborg vs. Kunitskaya,Women's Bantamweight ,106,59,71,41,128,77,139,96,2,0,2,2,70,33,60,32,25,17,8,6,11,9,3,3,69,31,43,17,24,19,13,9,13,9,15,15,15.0,0,0,03-2018-03,"Las Vegas, Nevada, USA"
1901,Ashley Yoder,Mackenzie Dern,1,0,0.36,0.48,0.0,0.16,0,1,0,0,0.7,5.833333333333333,Mackenzie Dern , Decision - Split ,3,5.0,UFC 222: Cyborg vs. Kunitskaya,Women's Strawweight ,142,52,143,70,165,73,149,76,0,0,6,1,109,27,111,39,23,17,15,14,10,8,17,17,125,37,113,43,17,15,21,19,0,0,9,8,15.0,0,0,03-2018-03,"Las Vegas, Nevada, USA"
